Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS, , ,Attend.,Notes
"Sun, Nov 12, 2017",3:30p,Toronto Raptors,94,Boston Celtics,95,"['Box Score', '/boxscores/201711120BOS.html']",,"18,624",
"Sun, Nov 12, 2017",4:00p,Miami Heat,103,Detroit Pistons,112,"['Box Score', '/boxscores/201711120DET.html']",,"16,236",
"Sun, Nov 12, 2017",6:00p,Houston Rockets,118,Indiana Pacers,95,"['Box Score', '/boxscores/201711120IND.html']",,"15,581",
"Sun, Nov 12, 2017",7:00p,Dallas Mavericks,99,Oklahoma City Thunder,112,"['Box Score', '/boxscores/201711120OKC.html']",,"18,203",
"Mon, Nov 13, 2017",7:00p,Sacramento Kings,92,Washington Wizards,110,"['Box Score', '/boxscores/201711130WAS.html']",,"14,660",
"Mon, Nov 13, 2017",7:30p,Cleveland Cavaliers,104,New York Knicks,101,"['Box Score', '/boxscores/201711130NYK.html']",,"19,812",
"Mon, Nov 13, 2017",8:00p,Memphis Grizzlies,103,Milwaukee Bucks,110,"['Box Score', '/boxscores/201711130MIL.html']",,"13,244",
"Mon, Nov 13, 2017",8:00p,Atlanta Hawks,105,New Orleans Pelicans,106,"['Box Score', '/boxscores/201711130NOP.html']",,"14,631",
"Mon, Nov 13, 2017",9:00p,Los Angeles Lakers,100,Phoenix Suns,93,"['Box Score', '/boxscores/201711130PHO.html']",,"17,533",
"Mon, Nov 13, 2017",9:00p,Minnesota Timberwolves,109,Utah Jazz,98,"['Box Score', '/boxscores/201711130UTA.html']",,"17,236",
"Mon, Nov 13, 2017",10:00p,Denver Nuggets,82,Portland Trail Blazers,99,"['Box Score', '/boxscores/201711130POR.html']",,"18,895",
"Mon, Nov 13, 2017",10:30p,Orlando Magic,100,Golden State Warriors,110,"['Box Score', '/boxscores/201711130GSW.html']",,"19,596",
"Mon, Nov 13, 2017",10:30p,Philadelphia 76ers,109,Los Angeles Clippers,105,"['Box Score', '/boxscores/201711130LAC.html']",,"19,068",
"Tue, Nov 14, 2017",7:30p,Boston Celtics,109,Brooklyn Nets,102,"['Box Score', '/boxscores/201711140BRK.html']",,"17,732",
"Tue, Nov 14, 2017",8:00p,Toronto Raptors,129,Houston Rockets,113,"['Box Score', '/boxscores/201711140HOU.html']",,"18,055",
"Tue, Nov 14, 2017",8:30p,San Antonio Spurs,97,Dallas Mavericks,91,"['Box Score', '/boxscores/201711140DAL.html']",,"19,535",
"Wed, Nov 15, 2017",7:30p,Sacramento Kings,80,Atlanta Hawks,126,"['Box Score', '/boxscores/201711150ATL.html']",,"13,860",
"Wed, Nov 15, 2017",7:30p,Washington Wizards,102,Miami Heat,93,"['Box Score', '/boxscores/201711150MIA.html']",,"19,600",
"Wed, Nov 15, 2017",7:30p,Utah Jazz,101,New York Knicks,106,"['Box Score', '/boxscores/201711150NYK.html']",,"18,695",
"Wed, Nov 15, 2017",8:00p,Cleveland Cavaliers,115,Charlotte Hornets,107,"['Box Score', '/boxscores/201711150CHO.html']",,"19,427",
"Wed, Nov 15, 2017",8:00p,Indiana Pacers,116,Memphis Grizzlies,113,"['Box Score', '/boxscores/201711150MEM.html']",,"16,033",
"Wed, Nov 15, 2017",8:00p,Detroit Pistons,95,Milwaukee Bucks,99,"['Box Score', '/boxscores/201711150MIL.html']",,"14,594",
"Wed, Nov 15, 2017",8:00p,San Antonio Spurs,86,Minnesota Timberwolves,98,"['Box Score', '/boxscores/201711150MIN.html']",,"18,978",
"Wed, Nov 15, 2017",8:00p,Toronto Raptors,125,New Orleans Pelicans,116,"['Box Score', '/boxscores/201711150NOP.html']",,"15,654",
"Wed, Nov 15, 2017",8:00p,Chicago Bulls,79,Oklahoma City Thunder,92,"['Box Score', '/boxscores/201711150OKC.html']",,"18,203",
"Wed, Nov 15, 2017",10:00p,Orlando Magic,94,Portland Trail Blazers,99,"['Box Score', '/boxscores/201711150POR.html']",,"19,206",
"Wed, Nov 15, 2017",10:30p,Philadelphia 76ers,115,Los Angeles Lakers,109,"['Box Score', '/boxscores/201711150LAL.html']",,"18,997",
"Thu, Nov 16, 2017",8:00p,Golden State Warriors,88,Boston Celtics,92,"['Box Score', '/boxscores/201711160BOS.html']",,"18,624",
"Thu, Nov 16, 2017",10:30p,Houston Rockets,142,Phoenix Suns,116,"['Box Score', '/boxscores/201711160PHO.html']",,"16,875",
"Fri, Nov 17, 2017",7:00p,Detroit Pistons,100,Indiana Pacers,107,"['Box Score', '/boxscores/201711170IND.html']",,"17,188",
"Fri, Nov 17, 2017",7:00p,Miami Heat,91,Washington Wizards,88,"['Box Score', '/boxscores/201711170WAS.html']",,"17,551",
"Fri, Nov 17, 2017",7:30p,Utah Jazz,107,Brooklyn Nets,118,"['Box Score', '/boxscores/201711170BRK.html']",,"14,495",
"Fri, Nov 17, 2017",7:30p,Los Angeles Clippers,113,Cleveland Cavaliers,118,"['Box Score', '/boxscores/201711170CLE.html']",OT,"20,562",
"Fri, Nov 17, 2017",7:30p,New York Knicks,84,Toronto Raptors,107,"['Box Score', '/boxscores/201711170TOR.html']",,"19,800",
"Fri, Nov 17, 2017",8:00p,Charlotte Hornets,120,Chicago Bulls,123,"['Box Score', '/boxscores/201711170CHI.html']",,"20,493",
"Fri, Nov 17, 2017",8:00p,Oklahoma City Thunder,101,San Antonio Spurs,104,"['Box Score', '/boxscores/201711170SAS.html']",,"18,418",
"Fri, Nov 17, 2017",8:30p,Minnesota Timberwolves,111,Dallas Mavericks,87,"['Box Score', '/boxscores/201711170DAL.html']",,"19,459",
"Fri, Nov 17, 2017",10:00p,Portland Trail Blazers,82,Sacramento Kings,86,"['Box Score', '/boxscores/201711170SAC.html']",,"17,583",
"Fri, Nov 17, 2017",10:30p,New Orleans Pelicans,114,Denver Nuggets,146,"['Box Score', '/boxscores/201711170DEN.html']",,"16,816",
"Fri, Nov 17, 2017",10:30p,Phoenix Suns,122,Los Angeles Lakers,113,"['Box Score', '/boxscores/201711170LAL.html']",,"18,997",
"Sat, Nov 18, 2017",7:00p,Los Angeles Clippers,87,Charlotte Hornets,102,"['Box Score', '/boxscores/201711180CHO.html']",,"17,640",
"Sat, Nov 18, 2017",7:00p,Utah Jazz,125,Orlando Magic,85,"['Box Score', '/boxscores/201711180ORL.html']",,"19,157",
"Sat, Nov 18, 2017",7:30p,Boston Celtics,110,Atlanta Hawks,99,"['Box Score', '/boxscores/201711180ATL.html']",,"16,381",
"Sat, Nov 18, 2017",7:30p,Golden State Warriors,124,Philadelphia 76ers,116,"['Box Score', '/boxscores/201711180PHI.html']",,"20,848",
"Sat, Nov 18, 2017",8:00p,Houston Rockets,105,Memphis Grizzlies,83,"['Box Score', '/boxscores/201711180MEM.html']",,"17,266",
"Sat, Nov 18, 2017",9:00p,Milwaukee Bucks,79,Dallas Mavericks,111,"['Box Score', '/boxscores/201711180DAL.html']",,"19,949",
"Sat, Nov 18, 2017",10:00p,Sacramento Kings,90,Portland Trail Blazers,102,"['Box Score', '/boxscores/201711180POR.html']",,"19,522",
"Sun, Nov 19, 2017",3:30p,Washington Wizards,91,Toronto Raptors,100,"['Box Score', '/boxscores/201711190TOR.html']",,"19,800",
"Sun, Nov 19, 2017",5:00p,Indiana Pacers,120,Miami Heat,95,"['Box Score', '/boxscores/201711190MIA.html']",,"19,600",
"Sun, Nov 19, 2017",6:00p,Golden State Warriors,118,Brooklyn Nets,111,"['Box Score', '/boxscores/201711190BRK.html']",,"17,732",
"Sun, Nov 19, 2017",7:00p,Detroit Pistons,100,Minnesota Timberwolves,97,"['Box Score', '/boxscores/201711190MIN.html']",,"16,069",
"Sun, Nov 19, 2017",8:00p,Chicago Bulls,105,Phoenix Suns,113,"['Box Score', '/boxscores/201711190PHO.html']",,"16,264",
"Sun, Nov 19, 2017",9:30p,Denver Nuggets,109,Los Angeles Lakers,127,"['Box Score', '/boxscores/201711190LAL.html']",,"18,997",
"Mon, Nov 20, 2017",7:00p,Minnesota Timberwolves,102,Charlotte Hornets,118,"['Box Score', '/boxscores/201711200CHO.html']",,"15,978",
"Mon, Nov 20, 2017",7:00p,Cleveland Cavaliers,116,Detroit Pistons,88,"['Box Score', '/boxscores/201711200DET.html']",,"20,491",
"Mon, Nov 20, 2017",7:00p,Indiana Pacers,105,Orlando Magic,97,"['Box Score', '/boxscores/201711200ORL.html']",,"17,239",
"Mon, Nov 20, 2017",7:00p,Utah Jazz,86,Philadelphia 76ers,107,"['Box Score', '/boxscores/201711200PHI.html']",,"20,587",
"Mon, Nov 20, 2017",7:30p,Los Angeles Clippers,85,New York Knicks,107,"['Box Score', '/boxscores/201711200NYK.html']",,"18,848",
"Mon, Nov 20, 2017",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,92,"['Box Score', '/boxscores/201711200MEM.html']",,"15,785",
"Mon, Nov 20, 2017",8:00p,Washington Wizards,99,Milwaukee Bucks,88,"['Box Score', '/boxscores/201711200MIL.html']",,"16,122",
"Mon, Nov 20, 2017",8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,114,"['Box Score', '/boxscores/201711200NOP.html']",,"16,765",
"Mon, Nov 20, 2017",8:30p,Boston Celtics,110,Dallas Mavericks,102,"['Box Score', '/boxscores/201711200DAL.html']",OT,"20,302",
"Mon, Nov 20, 2017",8:30p,Atlanta Hawks,85,San Antonio Spurs,96,"['Box Score', '/boxscores/201711200SAS.html']",,"18,418",
"Mon, Nov 20, 2017",10:00p,Denver Nuggets,114,Sacramento Kings,98,"['Box Score', '/boxscores/201711200SAC.html']",,"17,583",
"Tue, Nov 21, 2017",10:30p,Chicago Bulls,94,Los Angeles Lakers,103,"['Box Score', '/boxscores/201711210LAL.html']",,"18,997",
"Wed, Nov 22, 2017",7:00p,Washington Wizards,124,Charlotte Hornets,129,"['Box Score', '/boxscores/201711220CHO.html']",OT,"16,041",
"Wed, Nov 22, 2017",7:00p,Brooklyn Nets,109,Cleveland Cavaliers,119,"['Box Score', '/boxscores/201711220CLE.html']",,"20,562",
"Wed, Nov 22, 2017",7:00p,Portland Trail Blazers,81,Philadelphia 76ers,101,"['Box Score', '/boxscores/201711220PHI.html']",,"20,605",
"Wed, Nov 22, 2017",7:30p,Los Angeles Clippers,116,Atlanta Hawks,103,"['Box Score', '/boxscores/201711220ATL.html']",,"12,675",
"Wed, Nov 22, 2017",7:30p,Boston Celtics,98,Miami Heat,104,"['Box Score', '/boxscores/201711220MIA.html']",,"19,704",
"Wed, Nov 22, 2017",7:30p,Toronto Raptors,100,New York Knicks,108,"['Box Score', '/boxscores/201711220NYK.html']",,"19,812",
"Wed, Nov 22, 2017",8:00p,Denver Nuggets,95,Houston Rockets,125,"['Box Score', '/boxscores/201711220HOU.html']",,"18,055",
"Wed, Nov 22, 2017",8:00p,Dallas Mavericks,95,Memphis Grizzlies,94,"['Box Score', '/boxscores/201711220MEM.html']",,"16,101",
"Wed, Nov 22, 2017",8:00p,Orlando Magic,118,Minnesota Timberwolves,124,"['Box Score', '/boxscores/201711220MIN.html']",,"16,402",
"Wed, Nov 22, 2017",8:00p,San Antonio Spurs,90,New Orleans Pelicans,107,"['Box Score', '/boxscores/201711220NOP.html']",,"17,539",
"Wed, Nov 22, 2017",8:00p,Golden State Warriors,91,Oklahoma City Thunder,108,"['Box Score', '/boxscores/201711220OKC.html']",,"18,203",
"Wed, Nov 22, 2017",9:00p,Milwaukee Bucks,113,Phoenix Suns,107,"['Box Score', '/boxscores/201711220PHO.html']",OT,"16,270",
"Wed, Nov 22, 2017",9:00p,Chicago Bulls,80,Utah Jazz,110,"['Box Score', '/boxscores/201711220UTA.html']",,"17,434",
"Wed, Nov 22, 2017",10:30p,Los Angeles Lakers,102,Sacramento Kings,113,"['Box Score', '/boxscores/201711220SAC.html']",,"17,583",
"Fri, Nov 24, 2017",12:00p,Portland Trail Blazers,127,Brooklyn Nets,125,"['Box Score', '/boxscores/201711240BRK.html']",,"15,246",
"Fri, Nov 24, 2017",7:30p,New York Knicks,104,Atlanta Hawks,116,"['Box Score', '/boxscores/201711240ATL.html']",,"14,355",
"Fri, Nov 24, 2017",7:30p,Orlando Magic,103,Boston Celtics,118,"['Box Score', '/boxscores/201711240BOS.html']",,"18,624",
"Fri, Nov 24, 2017",8:00p,Charlotte Hornets,99,Cleveland Cavaliers,100,"['Box Score', '/boxscores/201711240CLE.html']",,"20,562",
"Fri, Nov 24, 2017",8:00p,Toronto Raptors,104,Indiana Pacers,107,"['Box Score', '/boxscores/201711240IND.html']",,"16,523",
"Fri, Nov 24, 2017",8:00p,Miami Heat,109,Minnesota Timberwolves,97,"['Box Score', '/boxscores/201711240MIN.html']",,"18,978",
"Fri, Nov 24, 2017",8:00p,Detroit Pistons,99,Oklahoma City Thunder,98,"['Box Score', '/boxscores/201711240OKC.html']",,"18,203",
"Fri, Nov 24, 2017",9:00p,Memphis Grizzlies,92,Denver Nuggets,104,"['Box Score', '/boxscores/201711240DEN.html']",,"16,736",
"Fri, Nov 24, 2017",9:00p,New Orleans Pelicans,115,Phoenix Suns,91,"['Box Score', '/boxscores/201711240PHO.html']",,"16,574",
"Fri, Nov 24, 2017",10:30p,Chicago Bulls,94,Golden State Warriors,143,"['Box Score', '/boxscores/201711240GSW.html']",,"19,596",
"Sat, Nov 25, 2017",7:00p,San Antonio Spurs,106,Charlotte Hornets,86,"['Box Score', '/boxscores/201711250CHO.html']",,"18,597",
"Sat, Nov 25, 2017",7:00p,Orlando Magic,111,Philadelphia 76ers,130,"['Box Score', '/boxscores/201711250PHI.html']",,"20,585",
"Sat, Nov 25, 2017",7:00p,Portland Trail Blazers,108,Washington Wizards,105,"['Box Score', '/boxscores/201711250WAS.html']",,"18,092",
"Sat, Nov 25, 2017",7:30p,Toronto Raptors,112,Atlanta Hawks,78,"['Box Score', '/boxscores/201711250ATL.html']",,"12,278",
"Sat, Nov 25, 2017",8:00p,New York Knicks,102,Houston Rockets,117,"['Box Score', '/boxscores/201711250HOU.html']",,"18,055",
"Sat, Nov 25, 2017",8:00p,Boston Celtics,108,Indiana Pacers,98,"['Box Score', '/boxscores/201711250IND.html']",,"16,303",
"Sat, Nov 25, 2017",8:30p,Oklahoma City Thunder,81,Dallas Mavericks,97,"['Box Score', '/boxscores/201711250DAL.html']",,"20,340",
"Sat, Nov 25, 2017",8:30p,New Orleans Pelicans,95,Golden State Warriors,110,"['Box Score', '/boxscores/201711250GSW.html']",,"19,596",
"Sat, Nov 25, 2017",9:00p,Milwaukee Bucks,108,Utah Jazz,121,"['Box Score', '/boxscores/201711250UTA.html']",,"17,298",
"Sat, Nov 25, 2017",10:00p,Los Angeles Clippers,97,Sacramento Kings,95,"['Box Score', '/boxscores/201711250SAC.html']",,"17,583",
"Sun, Nov 26, 2017",3:30p,Miami Heat,100,Chicago Bulls,93,"['Box Score', '/boxscores/201711260CHI.html']",,"20,928",
"Sun, Nov 26, 2017",3:30p,Phoenix Suns,108,Minnesota Timberwolves,119,"['Box Score', '/boxscores/201711260MIN.html']",,"16,448",
"Sun, Nov 26, 2017",6:00p,Brooklyn Nets,98,Memphis Grizzlies,88,"['Box Score', '/boxscores/201711260MEM.html']",,"14,889",
"Mon, Nov 27, 2017",7:00p,Orlando Magic,109,Indiana Pacers,121,"['Box Score', '/boxscores/201711270IND.html']",,"12,501",
"Mon, Nov 27, 2017",7:00p,Cleveland Cavaliers,113,Philadelphia 76ers,91,"['Box Score', '/boxscores/201711270PHI.html']",,"20,527",
"Mon, Nov 27, 2017",7:30p,Detroit Pistons,118,Boston Celtics,108,"['Box Score', '/boxscores/201711270BOS.html']",,"18,624",
"Mon, Nov 27, 2017",7:30p,Portland Trail Blazers,103,New York Knicks,91,"['Box Score', '/boxscores/201711270NYK.html']",,"18,409",
"Mon, Nov 27, 2017",8:00p,Brooklyn Nets,103,Houston Rockets,117,"['Box Score', '/boxscores/201711270HOU.html']",,"16,189",
"Mon, Nov 27, 2017",8:30p,Dallas Mavericks,108,San Antonio Spurs,115,"['Box Score', '/boxscores/201711270SAS.html']",,"17,918",
"Mon, Nov 27, 2017",10:30p,Sacramento Kings,110,Golden State Warriors,106,"['Box Score', '/boxscores/201711270GSW.html']",,"19,596",
"Mon, Nov 27, 2017",10:30p,Los Angeles Lakers,115,Los Angeles Clippers,120,"['Box Score', '/boxscores/201711270LAC.html']",,"18,086",
"Tue, Nov 28, 2017",7:00p,Miami Heat,97,Cleveland Cavaliers,108,"['Box Score', '/boxscores/201711280CLE.html']",,"20,562",
"Tue, Nov 28, 2017",8:00p,Phoenix Suns,104,Chicago Bulls,99,"['Box Score', '/boxscores/201711280CHI.html']",,"18,324",
"Tue, Nov 28, 2017",8:00p,Washington Wizards,92,Minnesota Timberwolves,89,"['Box Score', '/boxscores/201711280MIN.html']",,"13,442",
"Tue, Nov 28, 2017",10:00p,Milwaukee Bucks,112,Sacramento Kings,87,"['Box Score', '/boxscores/201711280SAC.html']",,"17,583",
"Tue, Nov 28, 2017",10:00p,Denver Nuggets,77,Utah Jazz,106,"['Box Score', '/boxscores/201711280UTA.html']",,"16,790",
"Wed, Nov 29, 2017",7:00p,Phoenix Suns,107,Detroit Pistons,131,"['Box Score', '/boxscores/201711290DET.html']",,"18,096",
"Wed, Nov 29, 2017",7:00p,Oklahoma City Thunder,108,Orlando Magic,121,"['Box Score', '/boxscores/201711290ORL.html']",,"17,797",
"Wed, Nov 29, 2017",7:00p,Washington Wizards,113,Philadelphia 76ers,118,"['Box Score', '/boxscores/201711290PHI.html']",,"20,492",
"Wed, Nov 29, 2017",7:30p,Miami Heat,86,New York Knicks,115,"['Box Score', '/boxscores/201711290NYK.html']",,"17,693",
"Wed, Nov 29, 2017",7:30p,Charlotte Hornets,113,Toronto Raptors,126,"['Box Score', '/boxscores/201711290TOR.html']",,"19,800",
"Wed, Nov 29, 2017",8:00p,Indiana Pacers,97,Houston Rockets,118,"['Box Score', '/boxscores/201711290HOU.html']",,"16,760",
"Wed, Nov 29, 2017",8:00p,Minnesota Timberwolves,120,New Orleans Pelicans,102,"['Box Score', '/boxscores/201711290NOP.html']",,"15,555",
"Wed, Nov 29, 2017",8:30p,Brooklyn Nets,109,Dallas Mavericks,104,"['Box Score', '/boxscores/201711290DAL.html']",,"19,327",
"Wed, Nov 29, 2017",8:30p,Memphis Grizzlies,95,San Antonio Spurs,104,"['Box Score', '/boxscores/201711290SAS.html']",,"18,013",
"Wed, Nov 29, 2017",10:30p,Golden State Warriors,127,Los Angeles Lakers,123,"['Box Score', '/boxscores/201711290LAL.html']",OT,"18,997",
"Thu, Nov 30, 2017",7:30p,Cleveland Cavaliers,121,Atlanta Hawks,114,"['Box Score', '/boxscores/201711300ATL.html']",,"16,379",
"Thu, Nov 30, 2017",7:30p,Philadelphia 76ers,97,Boston Celtics,108,"['Box Score', '/boxscores/201711300BOS.html']",,"18,624",
"Thu, Nov 30, 2017",9:00p,Chicago Bulls,110,Denver Nuggets,111,"['Box Score', '/boxscores/201711300DEN.html']",,"15,156",
"Thu, Nov 30, 2017",10:00p,Milwaukee Bucks,103,Portland Trail Blazers,91,"['Box Score', '/boxscores/201711300POR.html']",,"19,459",
"Thu, Nov 30, 2017",10:30p,Utah Jazz,126,Los Angeles Clippers,107,"['Box Score', '/boxscores/201711300LAC.html']",,"15,139",
"Fri, Dec 1, 2017",7:00p,Golden State Warriors,133,Orlando Magic,112,"['Box Score', '/boxscores/201712010ORL.html']",,"18,846",
"Fri, Dec 1, 2017",7:00p,Detroit Pistons,91,Washington Wizards,109,"['Box Score', '/boxscores/201712010WAS.html']",,"17,885",
"Fri, Dec 1, 2017",7:30p,Indiana Pacers,115,Toronto Raptors,120,"['Box Score', '/boxscores/201712010TOR.html']",,"19,800",
"Fri, Dec 1, 2017",8:00p,Sacramento Kings,107,Chicago Bulls,106,"['Box Score', '/boxscores/201712010CHI.html']",,"19,268",
"Fri, Dec 1, 2017",8:00p,San Antonio Spurs,95,Memphis Grizzlies,79,"['Box Score', '/boxscores/201712010MEM.html']",,"16,413",
"Fri, Dec 1, 2017",8:00p,Charlotte Hornets,100,Miami Heat,105,"['Box Score', '/boxscores/201712010MIA.html']",,"19,600",
"Fri, Dec 1, 2017",8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,111,"['Box Score', '/boxscores/201712010OKC.html']",,"18,203",
"Fri, Dec 1, 2017",9:00p,New Orleans Pelicans,108,Utah Jazz,114,"['Box Score', '/boxscores/201712010UTA.html']",,"17,725",
"Sat, Dec 2, 2017",1:00p,Phoenix Suns,111,Boston Celtics,116,"['Box Score', '/boxscores/201712020BOS.html']",,"18,624",
"Sat, Dec 2, 2017",2:00p,Los Angeles Clippers,82,Dallas Mavericks,108,"['Box Score', '/boxscores/201712020DAL.html']",,"19,245",
"Sat, Dec 2, 2017",3:00p,Atlanta Hawks,114,Brooklyn Nets,102,"['Box Score', '/boxscores/201712020BRK.html']",,"13,949",
"Sat, Dec 2, 2017",7:30p,Memphis Grizzlies,111,Cleveland Cavaliers,116,"['Box Score', '/boxscores/201712020CLE.html']",,"20,562",
"Sat, Dec 2, 2017",7:30p,Detroit Pistons,103,Philadelphia 76ers,108,"['Box Score', '/boxscores/201712020PHI.html']",,"20,562",
"Sat, Dec 2, 2017",8:30p,Sacramento Kings,104,Milwaukee Bucks,109,"['Box Score', '/boxscores/201712020MIL.html']",,"15,581",
"Sat, Dec 2, 2017",9:00p,Los Angeles Lakers,100,Denver Nuggets,115,"['Box Score', '/boxscores/201712020DEN.html']",,"19,520",
"Sat, Dec 2, 2017",10:00p,New Orleans Pelicans,123,Portland Trail Blazers,116,"['Box Score', '/boxscores/201712020POR.html']",,"18,730",
"Sun, Dec 3, 2017",3:30p,Orlando Magic,105,New York Knicks,100,"['Box Score', '/boxscores/201712030NYK.html']",,"19,082",
"Sun, Dec 3, 2017",7:00p,Golden State Warriors,123,Miami Heat,95,"['Box Score', '/boxscores/201712030MIA.html']",,"19,600",
"Sun, Dec 3, 2017",7:00p,Los Angeles Clippers,106,Minnesota Timberwolves,112,"['Box Score', '/boxscores/201712030MIN.html']",,"13,172",
"Sun, Dec 3, 2017",7:00p,San Antonio Spurs,87,Oklahoma City Thunder,90,"['Box Score', '/boxscores/201712030OKC.html']",,"18,203",
"Sun, Dec 3, 2017",9:30p,Houston Rockets,118,Los Angeles Lakers,95,"['Box Score', '/boxscores/201712030LAL.html']",,"18,997",
"Mon, Dec 4, 2017",7:00p,Orlando Magic,94,Charlotte Hornets,104,"['Box Score', '/boxscores/201712040CHO.html']",,"14,419",
"Mon, Dec 4, 2017",7:00p,New York Knicks,97,Indiana Pacers,115,"['Box Score', '/boxscores/201712040IND.html']",,"12,018",
"Mon, Dec 4, 2017",7:00p,Phoenix Suns,115,Philadelphia 76ers,101,"['Box Score', '/boxscores/201712040PHI.html']",,"20,564",
"Mon, Dec 4, 2017",7:30p,Brooklyn Nets,110,Atlanta Hawks,90,"['Box Score', '/boxscores/201712040ATL.html']",,"12,056",
"Mon, Dec 4, 2017",7:30p,Milwaukee Bucks,100,Boston Celtics,111,"['Box Score', '/boxscores/201712040BOS.html']",,"18,624",
"Mon, Dec 4, 2017",8:00p,Cleveland Cavaliers,113,Chicago Bulls,91,"['Box Score', '/boxscores/201712040CHI.html']",,"21,323",
"Mon, Dec 4, 2017",8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,95,"['Box Score', '/boxscores/201712040MEM.html']",,"14,012",
"Mon, Dec 4, 2017",8:00p,Golden State Warriors,125,New Orleans Pelicans,115,"['Box Score', '/boxscores/201712040NOP.html']",,"17,004",
"Mon, Dec 4, 2017",8:30p,Denver Nuggets,105,Dallas Mavericks,122,"['Box Score', '/boxscores/201712040DAL.html']",,"19,419",
"Mon, Dec 4, 2017",8:30p,Detroit Pistons,93,San Antonio Spurs,96,"['Box Score', '/boxscores/201712040SAS.html']",,"18,288",
"Mon, Dec 4, 2017",9:00p,Washington Wizards,69,Utah Jazz,116,"['Box Score', '/boxscores/201712040UTA.html']",,"17,227",
"Tue, Dec 5, 2017",7:30p,Phoenix Suns,113,Toronto Raptors,126,"['Box Score', '/boxscores/201712050TOR.html']",,"19,800",
"Tue, Dec 5, 2017",8:00p,Utah Jazz,94,Oklahoma City Thunder,100,"['Box Score', '/boxscores/201712050OKC.html']",,"18,203",
"Tue, Dec 5, 2017",10:00p,Washington Wizards,106,Portland Trail Blazers,92,"['Box Score', '/boxscores/201712050POR.html']",,"19,241",
"Wed, Dec 6, 2017",7:00p,Sacramento Kings,95,Cleveland Cavaliers,101,"['Box Score', '/boxscores/201712060CLE.html']",,"20,562",
"Wed, Dec 6, 2017",7:00p,Chicago Bulls,96,Indiana Pacers,98,"['Box Score', '/boxscores/201712060IND.html']",,"13,013",
"Wed, Dec 6, 2017",7:00p,Atlanta Hawks,106,Orlando Magic,110,"['Box Score', '/boxscores/201712060ORL.html']",OT,"16,167",
"Wed, Dec 6, 2017",7:30p,Dallas Mavericks,90,Boston Celtics,97,"['Box Score', '/boxscores/201712060BOS.html']",,"18,624",
"Wed, Dec 6, 2017",7:30p,Memphis Grizzlies,88,New York Knicks,99,"['Box Score', '/boxscores/201712060NYK.html']",,"19,812",
"Wed, Dec 6, 2017",8:00p,Golden State Warriors,101,Charlotte Hornets,87,"['Box Score', '/boxscores/201712060CHO.html']",,"19,334",
"Wed, Dec 6, 2017",8:00p,Detroit Pistons,100,Milwaukee Bucks,104,"['Box Score', '/boxscores/201712060MIL.html']",,"15,841",
"Wed, Dec 6, 2017",8:00p,Denver Nuggets,114,New Orleans Pelicans,123,"['Box Score', '/boxscores/201712060NOP.html']",,"15,353",
"Wed, Dec 6, 2017",8:30p,Miami Heat,105,San Antonio Spurs,117,"['Box Score', '/boxscores/201712060SAS.html']",,"18,252",
"Wed, Dec 6, 2017",10:30p,Minnesota Timberwolves,113,Los Angeles Clippers,107,"['Box Score', '/boxscores/201712060LAC.html']",,"15,951",
"Thu, Dec 7, 2017",8:00p,Los Angeles Lakers,107,Philadelphia 76ers,104,"['Box Score', '/boxscores/201712070PHI.html']",,"20,495",
"Thu, Dec 7, 2017",9:00p,Washington Wizards,109,Phoenix Suns,99,"['Box Score', '/boxscores/201712070PHO.html']",,"15,925",
"Thu, Dec 7, 2017",10:00p,Oklahoma City Thunder,95,Brooklyn Nets,100,"['Box Score', '/boxscores/201712070BRK.html']",,"20,562","at Mexico City, Mexico"
"Thu, Dec 7, 2017",10:30p,Houston Rockets,112,Utah Jazz,101,"['Box Score', '/boxscores/201712070UTA.html']",,"18,306",
"Fri, Dec 8, 2017",7:00p,Chicago Bulls,119,Charlotte Hornets,111,"['Box Score', '/boxscores/201712080CHO.html']",OT,"14,077",
"Fri, Dec 8, 2017",7:00p,Golden State Warriors,102,Detroit Pistons,98,"['Box Score', '/boxscores/201712080DET.html']",,"20,491",
"Fri, Dec 8, 2017",7:00p,Cleveland Cavaliers,102,Indiana Pacers,106,"['Box Score', '/boxscores/201712080IND.html']",,"17,032",
"Fri, Dec 8, 2017",7:00p,Denver Nuggets,103,Orlando Magic,89,"['Box Score', '/boxscores/201712080ORL.html']",,"16,024",
"Fri, Dec 8, 2017",8:00p,Toronto Raptors,116,Memphis Grizzlies,107,"['Box Score', '/boxscores/201712080MEM.html']",,"15,417",
"Fri, Dec 8, 2017",8:00p,Dallas Mavericks,102,Milwaukee Bucks,109,"['Box Score', '/boxscores/201712080MIL.html']",,"15,889",
"Fri, Dec 8, 2017",8:00p,Sacramento Kings,116,New Orleans Pelicans,109,"['Box Score', '/boxscores/201712080NOP.html']",OT,"15,019",
"Fri, Dec 8, 2017",9:30p,Boston Celtics,102,San Antonio Spurs,105,"['Box Score', '/boxscores/201712080SAS.html']",,"18,418",
